수집일,템플릿ID,이름,썸네일날짜,카테고리,검색키워드,순위,페이지수,프리미엄,폭,높이,노출횟수,썸네일URL,노출후보플래그,신호라벨,신뢰도,판정규칙버전
2026-08-03,kxgvh6t1jjt1sbzg,연두 심플 광고소재 템플릿 홍보,2026-05-18,/ko/templates,,,7,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/05/18/14/30/kxgvh6t1jjt1sbzg/json_thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kfqtnv9knvhso3tl,하늘색 깔끔 마케팅 템플릿 홍보,2026-05-15,/ko/templates,,,7,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/05/15/09/30/kfqtnv9knvhso3tl/json_thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kj2cc9pwumzm5lwj,초록의 깔끔한 신입사원 OJT 교육자료,2026-05-14,/ko/templates,,,18,O,,,1,https://file.miricanvas.com/template_json_thumb/2026/05/14/11/30/kj2cc9pwumzm5lwj/json_thumb.webp,X,목록관측,낮음,1.0
2026-08-03,k848z3imi3nntswo,파란색 모던 마케팅 광고 홍보,2026-05-12,/ko/templates,,,7,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/05/12/14/30/k848z3imi3nntswo/json_thumb.webp,X,목록관측,낮음,1.0
2026-08-03,k9mlkt4y20dlfh93,파랑 심플 여름 시즌 프로모션 기획,2026-05-11,/ko/templates,,,21,O,,,1,https://file.miricanvas.com/template_json_thumb/2026/05/11/10/30/k9mlkt4y20dlfh93/json_thumb.webp,X,목록관측,낮음,1.0
2026-08-03,khi3tn9dzrkpefn2,노랑 심플 여름패션 할인,2026-05-06,/ko/templates,,,,O,281,400,1,https://file.miricanvas.com/template_json_thumb/2026/05/06/10/30/khi3tn9dzrkpefn2/json_thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kcmrewaebghz24aa,하늘색 깔끔 여름휴가 안내,2026-05-06,/ko/templates,,,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/05/06/10/30/kcmrewaebghz24aa/json_thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kabjuo08km4dmbwu,파랑 심플 여름휴가 안내,2026-04-29,/ko/templates,,,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/04/29/09/30/kabjuo08km4dmbwu/json_thumb.webp,X,목록관측,낮음,1.0
2026-08-03,k2ov7itwbuts0faf,파랑 심플 여름휴가 휴무 안내,2026-04-28,/ko/templates,,,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/04/28/13/30/k2ov7itwbuts0faf/json_thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kl36a0wf4oi4h6py,파랑 심플 휴가 안내,2026-04-28,/ko/templates,,,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/04/28/07/30/kl36a0wf4oi4h6py/json_thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kstbm5m2ccb7c8gy,파랑 심플 여름 할인 행사,2026-04-24,/ko/templates,,,13,O,,,1,https://file.miricanvas.com/template_json_thumb/2026/04/24/15/40/kstbm5m2ccb7c8gy/json_thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kjv67rgnitdcx3gd,파랑 심플 여름의류 할인,2026-04-22,/ko/templates,,,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/04/22/17/30/kjv67rgnitdcx3gd/json_thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kmywf3luljafcek6,유치원 어린이집 학교 학부모 참관 수업 안내 포스터 템플릿,2026-04-22,/ko/templates,,,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/04/22/07/30/kmywf3luljafcek6/json_thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kcht3pd49u6uchaa,파랑 심플 학교 학부모 공개수업 행사 안내,2026-04-21,/ko/templates,,,,O,800,144,1,https://file.miricanvas.com/template_thumb/2026/04/21/20/30/kcht3pd49u6uchaa/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kwik8dfwharvm98g,파랑 모던 업무환경 개선안 보고서,2026-04-17,/ko/templates,,,21,O,400,225,1,https://file.miricanvas.com/template_json_thumb/2026/04/17/17/00/kwik8dfwharvm98g/json_thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kne03ef5ckbzhbhc,파랑 깔끔 산업 동향 분석 보고서,2026-04-17,/ko/templates,,,30,O,400,225,1,https://file.miricanvas.com/template_json_thumb/2026/04/17/17/00/kne03ef5ckbzhbhc/json_thumb.webp,X,목록관측,낮음,1.0
2026-08-03,krfiu5s2yxu7z2g2,흰색 깔끔 업무환경 개선안 기획서,2026-04-17,/ko/templates,,,20,O,400,225,1,https://file.miricanvas.com/template_json_thumb/2026/04/17/17/00/krfiu5s2yxu7z2g2/json_thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kjaowbsuul6ejby4,초록 심플 캠페인 결과 보고서 홍보,2026-04-17,/ko/templates,,,17,O,400,225,1,https://file.miricanvas.com/template_json_thumb/2026/04/17/17/00/kjaowbsuul6ejby4/json_thumb.webp,X,목록관측,낮음,1.0
2026-08-03,ktstchl442xl90ri,초록의 심플한 프로젝트 사례 발표,2026-04-17,/ko/templates,,,30,O,400,225,1,https://file.miricanvas.com/template_json_thumb/2026/04/17/17/00/ktstchl442xl90ri/json_thumb.webp,X,목록관측,낮음,1.0
2026-08-03,k8og9i6d8u8m8m8k,검정 고급 비즈니스 기획안 안내,2026-04-17,/ko/templates,,,18,O,,,1,https://file.miricanvas.com/template_json_thumb/2026/04/17/17/00/k8og9i6d8u8m8m8k/json_thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kcx61nbzb26z0sjj,파랑과 흰색의 깔끔한 그룹웨어 매뉴얼 안내,2026-04-17,/ko/templates,,,30,O,,,1,https://file.miricanvas.com/template_json_thumb/2026/04/17/17/00/kcx61nbzb26z0sjj/json_thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kfuj5uc9ls30jskn,파랑 심플 포트폴리오 소개,2026-04-17,/ko/templates,,,14,O,,,1,https://file.miricanvas.com/template_json_thumb/2026/04/17/12/30/kfuj5uc9ls30jskn/json_thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kjawm59lczb9vxzj,파랑 심플 여름 휴가 안내,2026-04-16,/ko/templates,,,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/04/16/17/30/kjawm59lczb9vxzj/json_thumb.webp,X,목록관측,낮음,1.0
2026-08-03,k4vhti4v86lufwq1,노랑 깔끔 학부모 공개수업 안내,2026-04-16,/ko/templates,,,,O,283,400,1,https://file.miricanvas.com/template_thumb/2026/04/16/13/30/k4vhti4v86lufwq1/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kog20wei1d2opf1t,노랑 심플 여름 휴가 안내,2026-04-14,/ko/templates,,,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/04/14/10/30/kog20wei1d2opf1t/json_thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kro69x0lelnnn63q,아이보리 심플한 결혼 초대,2026-04-10,/ko/templates,,,2,O,,,1,https://file.miricanvas.com/template_thumb/2026/04/10/11/30/kro69x0lelnnn63q/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kxleg153eex5w52v,아기자기한 손그림 손글씨 흑백 심플 결혼식 초대장,2026-04-08,/ko/templates,,,4,O,283,400,1,https://file.miricanvas.com/template_thumb/2026/04/08/17/30/kxleg153eex5w52v/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kfu6rvc49ytyazwh,파랑 심플 학부모 상담 안내문 안내,2026-04-06,/ko/templates,,,,O,283,400,1,https://file.miricanvas.com/template_thumb/2026/04/06/11/30/kfu6rvc49ytyazwh/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,k2g60kdbpenewd6w,파랑 심플 주방용품 광고,2026-03-31,/ko/templates,,,11,O,500,640,1,https://file.miricanvas.com/template_json_thumb/2026/03/31/18/30/k2g60kdbpenewd6w/json_thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kqplfpz7sm94m104,파랑 모던 패션 할인 행사,2026-03-30,/ko/templates,,,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/03/30/11/30/kqplfpz7sm94m104/json_thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kwpid0ldemacvx8v,주황 심플 경쟁사 비교 분석 보고,2026-03-27,/ko/templates,,,30,O,640,360,1,https://file.miricanvas.com/template_json_thumb/2026/03/27/09/30/kwpid0ldemacvx8v/json_thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kxbwol6bcwxa0t0j,파랑 깔끔 학부모 총회 안내,2026-03-25,/ko/templates,,,19,O,640,360,1,https://file.miricanvas.com/template_json_thumb/2026/03/25/18/30/kxbwol6bcwxa0t0j/json_thumb.webp,X,목록관측,낮음,1.0
2026-08-03,k46a10qqlocr4c4a,분홍색 깔끔 학부모 참관 수업 안내장 안내,2026-03-20,/ko/templates,,,,O,133,400,1,https://file.miricanvas.com/template_thumb/2026/03/20/10/30/k46a10qqlocr4c4a/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,ks4uqptybz5kxg2x,갈색 깔끔 학부모 참관수업 안내,2026-03-19,/ko/templates,,,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/03/19/11/30/ks4uqptybz5kxg2x/json_thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kbe120kokueyv7un,흰색 미니멀 기획서 안내,2026-03-18,/ko/templates,,,,O,640,360,1,https://file.miricanvas.com/template_json_thumb/2026/03/18/11/30/kbe120kokueyv7un/json_thumb.webp,X,목록관측,낮음,1.0
2026-08-03,k6gkak4tmfk85vk2,주황 심플 자기소개 포트폴리오,2026-03-17,/ko/templates,,,10,O,,,1,https://file.miricanvas.com/template_thumb/2026/03/17/08/30/k6gkak4tmfk85vk2/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,k0yyzogz2g66s63v,노랑 심플 학부모 총회 안내,2026-03-16,/ko/templates,,,19,O,640,360,1,https://file.miricanvas.com/template_json_thumb/2026/03/16/17/30/k0yyzogz2g66s63v/json_thumb.webp,X,목록관측,낮음,1.0
2026-08-03,k9iqylychljd7m7u,연보라 미니멀 예절 교육 안내,2026-03-12,/ko/templates,,,6,O,283,400,1,https://file.miricanvas.com/template_thumb/2026/03/12/11/50/k9iqylychljd7m7u/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,k38t3itqqz6zhzd8,초록 깔끔 마케팅 이벤트 기획안,2026-03-03,/ko/templates,,,30,O,,,1,https://file.miricanvas.com/template_thumb/2026/03/03/16/30/k38t3itqqz6zhzd8/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,k0fwguenmczsdu6n,민트 모던 고등학교 수학 교육 안내,2026-02-27,/ko/templates,,,20,O,400,225,1,https://file.miricanvas.com/template_thumb/2026/02/27/18/30/k0fwguenmczsdu6n/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,koojxm0e13civfgl,갈색 깔끔 고등학생 진로 설명회 안내,2026-02-27,/ko/templates,,,16,O,400,225,1,https://file.miricanvas.com/template_thumb/2026/02/27/15/30/koojxm0e13civfgl/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kd3tf0fst8oh9zyx,파랑 깔끔 조직문화 개선 방안 보고서,2026-02-27,/ko/templates,,,8,O,400,225,1,https://file.miricanvas.com/template_thumb/2026/02/27/09/30/kd3tf0fst8oh9zyx/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kfxzhnxrzn7t5hf2,파랑 모던 마케팅 이벤트 기획서,2026-02-27,/ko/templates,,,30,O,400,225,1,https://file.miricanvas.com/template_thumb/2026/02/27/09/30/kfxzhnxrzn7t5hf2/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kztz9dczgbisz7ii,파랑 깔끔 대학 입시 캘린더 안내,2026-02-26,/ko/templates,,,,O,400,273,1,https://file.miricanvas.com/template_thumb/2026/02/26/15/30/kztz9dczgbisz7ii/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kdd2ovcg8l8ibf82,노랑 심플 자리배치도 안내,2026-02-26,/ko/templates,,,,O,400,283,1,https://file.miricanvas.com/template_thumb/2026/02/26/15/30/kdd2ovcg8l8ibf82/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kxr94fmhg8k0k7g9,분홍색 아기자기한 사랑해요 메시지 카드 안내,2026-02-26,/ko/templates,,,,O,400,283,1,https://file.miricanvas.com/template_thumb/2026/02/26/15/30/kxr94fmhg8k0k7g9/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kpdcusxkl5359xnc,핑크색과 흰색의 아기자기한 생일 이벤트 가랜드 교육자료,2026-02-26,/ko/templates,,,,O,,,1,https://file.miricanvas.com/template_thumb/2026/02/26/15/30/kpdcusxkl5359xnc/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,k3eor99kumfpparn,파랑 레트로 학급 팀원 소개 안내,2026-02-26,/ko/templates,,,,O,,,1,https://file.miricanvas.com/template_thumb/2026/02/26/15/30/k3eor99kumfpparn/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kc58o3u7gxh291n3,보라 미니멀 우주 어린이 학습지,2026-02-26,/ko/templates,,,,O,400,283,1,https://file.miricanvas.com/template_thumb/2026/02/26/14/30/kc58o3u7gxh291n3/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kw0j652qnz7i5gm3,검정 심플 결혼 초대장,2026-02-26,/ko/templates,,,2,O,,,1,https://file.miricanvas.com/template_thumb/2026/02/26/10/30/kw0j652qnz7i5gm3/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,khj3xe7is83robqb,파랑 깔끔 학부모 참관수업 안내,2026-02-26,/ko/templates,,,,O,,,1,https://file.miricanvas.com/template_thumb/2026/02/26/10/30/khj3xe7is83robqb/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kyqzbyxrqf1be4fc,파랑 심플 초등학교 이름표 만들기 안내,2026-02-26,/ko/templates,,,,O,,,1,https://file.miricanvas.com/template_thumb/2026/02/26/09/30/kyqzbyxrqf1be4fc/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,k7ha6uywoxu1d9yn,베이지 깔끔 브랜드 협업 제안서 기획서,2026-02-26,/ko/templates,,,17,O,400,225,1,https://file.miricanvas.com/template_thumb/2026/02/26/09/30/k7ha6uywoxu1d9yn/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kr92v58p7ska9gzm,핑크 아기자기한 친구 찾기 빙고 게임 안내,2026-02-25,/ko/templates,,,,O,,,1,https://file.miricanvas.com/template_thumb/2026/02/25/19/30/kr92v58p7ska9gzm/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kka04f483zwoe0qy,파랑 모던 프로젝트 완료 보고서,2026-02-25,/ko/templates,,,8,O,400,225,1,https://file.miricanvas.com/template_thumb/2026/02/25/18/30/kka04f483zwoe0qy/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,k6qpu209al1sm551,초록 깔끔 학급 자리 배치도 안내,2026-02-25,/ko/templates,,,,O,400,283,1,https://file.miricanvas.com/template_thumb/2026/02/25/16/30/k6qpu209al1sm551/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kiyqu75bbylrri3f,초록 깔끔 이벤트 안내,2026-02-24,/ko/templates,,,,O,283,400,1,https://file.miricanvas.com/template_thumb/2026/02/24/19/30/kiyqu75bbylrri3f/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kxfnz30zajdbz1bn,하늘색 심플 학부모 총회 안내,2026-02-24,/ko/templates,,,,O,,,1,https://file.miricanvas.com/template_thumb/2026/02/24/17/30/kxfnz30zajdbz1bn/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kzl3vl7ljt9xj7p9,파랑 모던 동종사 분석 보고서,2026-02-24,/ko/templates,,,8,O,400,225,1,https://file.miricanvas.com/template_thumb/2026/02/24/16/30/kzl3vl7ljt9xj7p9/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kx7rgl5dohd7ec9c,파랑 깔끔 신입사원 온보딩 안내,2026-02-24,/ko/templates,,,18,O,400,225,1,https://file.miricanvas.com/template_thumb/2026/02/24/12/30/kx7rgl5dohd7ec9c/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kuixxzp0xvt4ibmf,오렌지 미니멀 마케팅 이벤트 기획안 제안서,2026-02-24,/ko/templates,,,30,O,400,225,1,https://file.miricanvas.com/template_thumb/2026/02/24/11/30/kuixxzp0xvt4ibmf/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kqygogkulznyzisl,회색의 심플한 비즈니스 아이디어 기획서,2026-02-24,/ko/templates,,,30,O,400,225,1,https://file.miricanvas.com/template_thumb/2026/02/24/11/30/kqygogkulznyzisl/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,ksbbto6dzyaeakfi,파랑 깔끔 입사자 안내서 안내,2026-02-20,/ko/templates,,,18,O,400,225,1,https://file.miricanvas.com/template_thumb/2026/02/20/14/30/ksbbto6dzyaeakfi/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kzdmii608iecavop,파랑 심플 동종사 분석 보고서 안내,2026-02-19,/ko/templates,,,8,O,,,1,https://file.miricanvas.com/template_thumb/2026/02/19/17/30/kzdmii608iecavop/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kquhss7s7pyyhkft,보라 심플 영업제안서 제안서,2026-02-13,/ko/templates,,,8,O,400,225,1,https://file.miricanvas.com/template_thumb/2026/02/13/15/30/kquhss7s7pyyhkft/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kbuv5ch1ea5g5pv7,파랑 깔끔 신입사원 온보딩 안내,2026-02-12,/ko/templates,,,18,O,400,225,1,https://file.miricanvas.com/template_thumb/2026/02/12/18/30/kbuv5ch1ea5g5pv7/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kfcrav7oye9ai3wn,하늘색 모던 영업 제안서,2026-01-30,/ko/templates,,,18,O,400,225,1,https://file.miricanvas.com/template_thumb/2026/01/30/18/30/kfcrav7oye9ai3wn/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kgd7alyrgqfpctex,하늘색 모던 시스템 설명,2026-01-27,/ko/templates,,,8,O,400,225,1,https://file.miricanvas.com/template_thumb/2026/01/27/11/30/kgd7alyrgqfpctex/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,ktgixe8zhbbr9udn,강렬 모던 시장 분석 보고서,2026-01-26,/ko/templates,,,8,O,400,225,1,https://file.miricanvas.com/template_thumb/2026/01/26/10/30/ktgixe8zhbbr9udn/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kp7d2b1a4e3elw34,회색 심플 전략 설명서,2026-01-22,/ko/templates,,,8,O,400,225,1,https://file.miricanvas.com/template_thumb/2026/01/22/17/30/kp7d2b1a4e3elw34/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,k6vltwhleqpsdgp5,오렌지 레트로 보드게임방 오픈 행사,2026-01-22,/ko/templates,,,,O,283,400,1,https://file.miricanvas.com/template_thumb/2026/01/22/10/30/k6vltwhleqpsdgp5/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,klkcgwa12f1q4a4g,하늘색 모던 제안서 기획,2026-01-14,/ko/templates,,,8,O,400,225,1,https://file.miricanvas.com/template_thumb/2026/01/14/18/50/klkcgwa12f1q4a4g/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,k4devvc9u2tuvyql,핑크 아기자기한 공주 발표 자료,2026-01-09,/ko/templates,,,7,O,400,225,1,https://file.miricanvas.com/template_thumb/2026/01/09/17/30/k4devvc9u2tuvyql/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,ku5t5duey7tsm6h8,핑크 레트로 게임 포스터,2025-12-24,/ko/templates,,,,O,400,225,1,https://file.miricanvas.com/template_thumb/2025/12/24/20/30/ku5t5duey7tsm6h8/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,k6rvcf5tl0bal3zp,네온 모던 전기차 충전소 오픈,2025-12-15,/ko/templates,,,,O,320,400,1,https://file.miricanvas.com/template_thumb/2025/12/15/09/30/k6rvcf5tl0bal3zp/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,krt1x2ufmxg241qv,민트 모던 사업 보고서,2025-12-12,/ko/templates,,,19,O,400,225,1,https://file.miricanvas.com/template_thumb/2025/12/12/17/00/krt1x2ufmxg241qv/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,k8t3i20kajofhi5v,베이지 레트로 보드게임 안내,2025-12-09,/ko/templates,,,,O,400,283,1,https://file.miricanvas.com/template_thumb/2025/12/09/18/30/k8t3i20kajofhi5v/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kkr8dng0ipx0mv5u,파랑 심플 비즈니스 보고서,2025-11-28,/ko/templates,,,19,O,,,1,https://file.miricanvas.com/template_thumb/2025/11/28/14/30/kkr8dng0ipx0mv5u/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kv1d1ewn0au0wxne,레트로 게임 워크샵 안내,2025-11-27,/ko/templates,,,,O,,,1,https://file.miricanvas.com/template_thumb/2025/11/27/11/30/kv1d1ewn0au0wxne/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,k097ns99bhke5kyv,파랑 모던 비즈니스 제안서,2025-11-24,/ko/templates,,,8,O,400,225,1,https://file.miricanvas.com/template_thumb/2025/11/24/17/30/k097ns99bhke5kyv/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,ks0lud5a23e8llpv,노란색의 전통적인 한가위 인사말,2025-11-24,social_media_square,추석,28,,O,400,400,1,https://file.miricanvas.com/template_thumb/2025/11/24/07/30/ks0lud5a23e8llpv/thumb.webp,X,노출관측,중간,1.0
2026-08-03,k65p0d2x5x6mdlz6,파랑 모던 보고서 설명,2025-11-21,/ko/templates,,,19,O,,,1,https://file.miricanvas.com/template_thumb/2025/11/21/10/30/k65p0d2x5x6mdlz6/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,k6pczwfmgibwp60j,파랑 심플 비즈니스 전략 제안서,2025-11-20,/ko/templates,,,19,O,400,225,1,https://file.miricanvas.com/template_thumb/2025/11/20/14/30/k6pczwfmgibwp60j/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,ktsn90bdqzcvsu8a,아이보리 아기자기한 어린이 편지지,2025-11-18,/ko/templates,,,11,O,,,1,https://file.miricanvas.com/template_thumb/2025/11/18/10/30/ktsn90bdqzcvsu8a/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kqer7bufnopn1oi9,파랑 모던 기획 제안서,2025-11-10,/ko/templates,,,8,O,400,225,1,https://file.miricanvas.com/template_thumb/2025/11/10/14/30/kqer7bufnopn1oi9/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,k8hcc7vum0ewqzfi,핑크와 흰색의 감성적인 로즈데이 게시글,2025-11-09,/ko/templates,,,,O,400,400,1,https://file.miricanvas.com/template_thumb/2025/11/09/19/40/k8hcc7vum0ewqzfi/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kmxj4bu1p8cc5oqn,베이지 전통 추석 행사,2025-11-08,active_post_card_106_156,추석,27,,O,272,400,1,https://file.miricanvas.com/template_thumb/2025/11/08/05/40/kmxj4bu1p8cc5oqn/thumb.webp,X,노출관측,중간,1.0
2026-08-03,krezi24kqk3ywigk,베이지 한국 전통 명절 추석 소개,2025-11-05,presentation,추석,9,10,O,640,360,1,https://file.miricanvas.com/template_thumb/2025/11/05/10/30/krezi24kqk3ywigk/thumb.webp,O,노출기반후보,중간,1.0
2026-08-03,kjpuyhqq0kuatb11,하늘색과 민트색의 트로피칼한 여름 패션 홍보,2025-11-05,/ko/templates,,,5,O,313,400,1,https://file.miricanvas.com/template_thumb/2025/11/05/00/30/kjpuyhqq0kuatb11/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,ko1xctq3xeruwmtq,아이보리의 모던한 브랜드 피드 홍보,2025-11-04,/ko/templates,,,6,O,400,400,1,https://file.miricanvas.com/template_thumb/2025/11/04/23/40/ko1xctq3xeruwmtq/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,kq4bfyslkomo2qiz,파랑 팝 이벤트 프로모션,2025-11-03,/ko/templates,,,6,O,313,400,1,https://file.miricanvas.com/template_thumb/2025/11/03/22/20/kq4bfyslkomo2qiz/thumb.webp,X,목록관측,낮음,1.0
2026-08-03,k7jqf3rh53e3rkj7,하늘색의 심플한 노트 프레임 포트폴리오,2025-11-03,/ko/templates,,,9,O,400,225,1,https://file.miricanvas.com/template_thumb/2025/11/03/11/10/k7jqf3rh53e3rkj7/thumb.webp,X,목록관측,낮음,1.0
